No,Nama Produk,Brand,Jenis Kulit,Masalah Kulit,Kandungan Utama,Alcohol-Free,Fragrance-Free,Non-Comedogenic,Oil Control,Hydrating,Brightening,Anti Acne,Soothing,Anti Aging,Cocok,Image
174,Acneact Witch Hazel & BHA Gentle Acne Facial Wash,ERHA,Kulit Berminyak,"Jerawat aktif, minyak berlebih, inflamasi, pori-pori tersumbat","Witch Hazel, Salicylic Acid (BHA), D-panthenol, Allantoin",1,1,1,1,0,0,1,1,0,YES,C:\project\static\Images\Facial Wash\ERHA Acneact Witch Hazel & BHA Gentle Acne Facial Wash.png
175,Acneact Witch Hazel & BHA Gentle Acne Facial Wash,ERHA,Kulit Berjerawat,"Jerawat aktif, minyak berlebih, inflamasi, pori-pori tersumbat","Witch Hazel, Salicylic Acid (BHA), D-panthenol, Allantoin",1,1,1,1,0,0,1,1,0,YES,C:\project\static\Images\Facial Wash\ERHA Acneact Witch Hazel & BHA Gentle Acne Facial Wash.png
176,Facial Wash For Normal & Dry Skin,ERHA,Kulit Normal,"Kulit kering, kusam, penuaan dini, barrier lemah, iritasi ringan","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,0,1,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Normal & Dry Skin.png
177,Facial Wash For Normal & Dry Skin,ERHA,Kulit Kering,"Kulit kering, kusam, penuaan dini, barrier lemah, iritasi ringan","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,0,1,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Normal & Dry Skin.png
178,Facial Wash For Normal & Dry Skin,ERHA,Kulit Sensitif,"Kulit kering, kusam, penuaan dini, barrier lemah, iritasi ringan","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,0,1,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Normal & Dry Skin.png
179,Facial Wash For Normal & Dry Skin,ERHA,Kulit Berjerawat,"Kulit kering, kusam, penuaan dini, barrier lemah, iritasi ringan","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,0,1,1,0,1,1,NO,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Normal & Dry Skin.png
180,Facial Wash For Normal & Dry Skin,ERHA,Kulit Berminyak,"Kulit kering, kusam, penuaan dini, barrier lemah, iritasi ringan","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,0,1,1,0,1,1,NO,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Normal & Dry Skin.png
181,Facial Wash For Normal & Dry Skin,ERHA,Kulit Kombinasi,"Kulit kering, kusam, penuaan dini, barrier lemah, iritasi ringan","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,0,1,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Normal & Dry Skin.png
182,Facial Wash For Oily Skin,ERHA,Kulit Kering,"Minyak berlebih, pori-pori besar, kusam, penuaan dini","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,1,0,1,0,1,1,NO,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Oily Skin.png
183,Facial Wash For Oily Skin,ERHA,Kulit Kombinasi,"Minyak berlebih, pori-pori besar, kusam, penuaan dini","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,1,0,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Oily Skin.png
184,Facial Wash For Oily Skin,ERHA,Kulit Berjerawat,"Minyak berlebih, pori-pori besar, kusam, penuaan dini","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,1,0,1,0,1,1,NO,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Oily Skin.png
185,Facial Wash For Oily Skin,ERHA,Kulit Sensitif,"Minyak berlebih, pori-pori besar, kusam, penuaan dini","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,1,0,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Oily Skin.png
186,Facial Wash For Oily Skin,ERHA,Kulit Normal,"Minyak berlebih, pori-pori besar, kusam, penuaan dini","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,1,0,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Oily Skin.png
187,Facial Wash For Oily Skin,ERHA,Kulit Berminyak,"Minyak berlebih, pori-pori besar, kusam, penuaan dini","DMAE Bitartrate, Niacinamide, AHA, Aloe Vera, Witch Hazel",1,1,1,1,0,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Facial Wash For Oily Skin.png
188,Age Corrector Facial Wash,ERHA,Kulit Normal,"Penuaan dini, kusam, sel kulit mati, hidrasi","AHA, BHA, Red Algae Extract, Vitamin E, Allantoin, Almond Oil",1,1,1,0,1,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Age Corrector Facial Wash.png
189,Age Corrector Facial Wash,ERHA,Kulit Kering,"Penuaan dini, kusam, sel kulit mati, hidrasi","AHA, BHA, Red Algae Extract, Vitamin E, Allantoin, Almond Oil",1,1,1,0,1,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Age Corrector Facial Wash.png
190,Age Corrector Facial Wash,ERHA,Kulit Berjerawat,"Penuaan dini, kusam, sel kulit mati, hidrasi","AHA, BHA, Red Algae Extract, Vitamin E, Allantoin, Almond Oil",1,1,1,0,1,1,0,1,1,NO,C:\project\static\Images\Facial Wash\ERHA Age Corrector Facial Wash.png
191,Age Corrector Facial Wash,ERHA,Kulit Berminyak,"Penuaan dini, kusam, sel kulit mati, hidrasi","AHA, BHA, Red Algae Extract, Vitamin E, Allantoin, Almond Oil",1,1,1,0,1,1,0,1,1,NO,C:\project\static\Images\Facial Wash\ERHA Age Corrector Facial Wash.png
192,Age Corrector Facial Wash,ERHA,Kulit Sensitif,"Penuaan dini, kusam, sel kulit mati, hidrasi","AHA, BHA, Red Algae Extract, Vitamin E, Allantoin, Almond Oil",1,1,1,0,1,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Age Corrector Facial Wash.png
193,Age Corrector Facial Wash,ERHA,Kulit Kombinasi,"Penuaan dini, kusam, sel kulit mati, hidrasi","AHA, BHA, Red Algae Extract, Vitamin E, Allantoin, Almond Oil",1,1,1,0,1,1,0,1,1,YES,C:\project\static\Images\Facial Wash\ERHA Age Corrector Facial Wash.png
