No,Nama Produk,Brand,Jenis Kulit,Masalah Kulit,Kandungan Utama,Alcohol-Free,Fragrance-Free,Non-Comedogenic,Oil Control,Hydrating,Brightening,Anti Acne,Soothing,Anti Aging,UV Protection,Cocok,Image
236,Advanced Youth Barrier Moisturizer,Azarine,Kulit Kering,"Garis halus, kulit kusam, kurang elastis","MossCellTec™ No.1, Vegan RetinAlt Booster, 11x HA, Low Molecular Peptide",1,1,1,0,1,0,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Azarine Advanced Youth Barrier Moisturizer.png
237,Advanced Youth Barrier Moisturizer,Azarine,Kulit Berminyak,"Garis halus, kulit kusam, kurang elastis","MossCellTec™ No.1, Vegan RetinAlt Booster, 11x HA, Low Molecular Peptide",1,1,1,0,1,0,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Azarine Advanced Youth Barrier Moisturizer.png
238,Advanced Youth Barrier Moisturizer,Azarine,Kulit Kombinasi,"Garis halus, kulit kusam, kurang elastis","MossCellTec™ No.1, Vegan RetinAlt Booster, 11x HA, Low Molecular Peptide",1,1,1,0,1,0,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Azarine Advanced Youth Barrier Moisturizer.png
239,Advanced Youth Barrier Moisturizer,Azarine,Kulit Sensitif,"Garis halus, kulit kusam, kurang elastis","MossCellTec™ No.1, Vegan RetinAlt Booster, 11x HA, Low Molecular Peptide",1,1,1,0,1,0,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Azarine Advanced Youth Barrier Moisturizer.png
240,Advanced Youth Barrier Moisturizer,Azarine,Kulit Berjerawat,"Garis halus, kulit kusam, kurang elastis","MossCellTec™ No.1, Vegan RetinAlt Booster, 11x HA, Low Molecular Peptide",1,1,1,0,1,0,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Azarine Advanced Youth Barrier Moisturizer.png
241,Intense Luminous Barrier Moisturizer,Azarine,Kulit Normal,"Kulit kusam, warna tidak merata, kemerahan","MossCellTec™ No.1, Oxyresveratrol, Jeju Rice Water, Bio-Highlighter Peptide",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Azarine Intense Luminous Barrier Moisturizer.png
242,Intense Luminous Barrier Moisturizer,Azarine,Kulit Kering,"Kulit kusam, warna tidak merata, kemerahan","MossCellTec™ No.1, Oxyresveratrol, Jeju Rice Water, Bio-Highlighter Peptide",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Azarine Intense Luminous Barrier Moisturizer.png
243,Intense Luminous Barrier Moisturizer,Azarine,Kulit Berminyak,"Kulit kusam, warna tidak merata, kemerahan","MossCellTec™ No.1, Oxyresveratrol, Jeju Rice Water, Bio-Highlighter Peptide",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Azarine Intense Luminous Barrier Moisturizer.png
244,Intense Luminous Barrier Moisturizer,Azarine,Kulit Kombinasi,"Kulit kusam, warna tidak merata, kemerahan","MossCellTec™ No.1, Oxyresveratrol, Jeju Rice Water, Bio-Highlighter Peptide",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Azarine Intense Luminous Barrier Moisturizer.png
245,Intense Luminous Barrier Moisturizer,Azarine,Kulit Sensitif,"Kulit kusam, warna tidak merata, kemerahan","MossCellTec™ No.1, Oxyresveratrol, Jeju Rice Water, Bio-Highlighter Peptide",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\Azarine Intense Luminous Barrier Moisturizer.png
246,Intense Luminous Barrier Moisturizer,Azarine,Kulit Berjerawat,"Kulit kusam, warna tidak merata, kemerahan","MossCellTec™ No.1, Oxyresveratrol, Jeju Rice Water, Bio-Highlighter Peptide",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\Azarine Intense Luminous Barrier Moisturizer.png
247,Radiant Glow Brightening Moisturizer,Elsheskin,Kulit Normal,"Kulit kusam, Warna kulit tidak merata, Bekas jerawat","3% Tranexamic Acid, 20X Brightening Booster, 7X Ceramide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Elsheskin Radiant Glow Brightening Moisturizer.png
248,Radiant Glow Brightening Moisturizer,Elsheskin,Kulit Kering,"Kulit kusam, Warna kulit tidak merata, Bekas jerawat","3% Tranexamic Acid, 20X Brightening Booster, 7X Ceramide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Elsheskin Radiant Glow Brightening Moisturizer.png
249,Radiant Glow Brightening Moisturizer,Elsheskin,Kulit Kombinasi,"Kulit kusam, Warna kulit tidak merata, Bekas jerawat","3% Tranexamic Acid, 20X Brightening Booster, 7X Ceramide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Elsheskin Radiant Glow Brightening Moisturizer.png
250,Radiant Glow Brightening Moisturizer,Elsheskin,Kulit Sensitif,"Kulit kusam, Warna kulit tidak merata, Bekas jerawat","3% Tranexamic Acid, 20X Brightening Booster, 7X Ceramide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Elsheskin Radiant Glow Brightening Moisturizer.png
251,Radiant Glow Brightening Moisturizer,Elsheskin,Kulit Berminyak,"Kulit kusam, Warna kulit tidak merata, Bekas jerawat","3% Tranexamic Acid, 20X Brightening Booster, 7X Ceramide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Elsheskin Radiant Glow Brightening Moisturizer.png
252,Radiant Glow Brightening Moisturizer,Elsheskin,Kulit Berjerawat,"Kulit kusam, Warna kulit tidak merata, Bekas jerawat","3% Tranexamic Acid, 20X Brightening Booster, 7X Ceramide",1,1,1,1,1,1,1,1,0,NO,YES,C:\project\static\Images\Moisturizer\Elsheskin Radiant Glow Brightening Moisturizer.png
253,Truwhite Arbutin & Panthenol Brightening Day Cream,ERHA,Kulit Normal,"Kusam, Noda hitam","Brightening Agent, UV Protection, Panthenol",1,1,1,0,1,1,0,1,0,YES,YES,C:\project\static\Images\Moisturizer\ERHA Truwhite Arbutin & Panthenol Brightening Day Cream.png
254,Truwhite Arbutin & Panthenol Brightening Day Cream,ERHA,Kulit Kering,"Kusam, Noda hitam","Brightening Agent, UV Protection, Panthenol",1,1,1,0,1,1,0,1,0,YES,YES,C:\project\static\Images\Moisturizer\ERHA Truwhite Arbutin & Panthenol Brightening Day Cream.png
255,Truwhite Arbutin & Panthenol Brightening Day Cream,ERHA,Kulit Berminyak,"Kusam, Noda hitam","Brightening Agent, UV Protection, Panthenol",1,1,1,0,1,1,0,1,0,YES,NO,C:\project\static\Images\Moisturizer\ERHA Truwhite Arbutin & Panthenol Brightening Day Cream.png
256,Truwhite Arbutin & Panthenol Brightening Day Cream,ERHA,Kulit Kombinasi,"Kusam, Noda hitam","Brightening Agent, UV Protection, Panthenol",1,1,1,0,1,1,0,1,0,YES,YES,C:\project\static\Images\Moisturizer\ERHA Truwhite Arbutin & Panthenol Brightening Day Cream.png
257,Truwhite Arbutin & Panthenol Brightening Day Cream,ERHA,Kulit Sensitif,"Kusam, Noda hitam","Brightening Agent, UV Protection, Panthenol",1,1,1,0,1,1,0,1,0,YES,YES,C:\project\static\Images\Moisturizer\ERHA Truwhite Arbutin & Panthenol Brightening Day Cream.png
258,Truwhite Arbutin & Panthenol Brightening Day Cream,ERHA,Kulit Berjerawat,"Kusam, Noda hitam","Brightening Agent, UV Protection, Panthenol",1,1,1,0,1,1,0,1,0,YES,NO,C:\project\static\Images\Moisturizer\ERHA Truwhite Arbutin & Panthenol Brightening Day Cream.png
259,Truwhite Niacinamide & Starfish Essence Night Cream,ERHA,Kulit Normal,"Kusam, Penuaan dini, Kering, Iritasi ringan, Dehidrasi","Niacinamide, Starfish Essence",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Truwhite Niacinamide & Starfish Essence Brightening Night Cream.png
260,Truwhite Niacinamide & Starfish Essence Night Cream,ERHA,Kulit Kering,"Kusam, Penuaan dini, Kering, Iritasi ringan, Dehidrasi","Niacinamide, Starfish Essence",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Truwhite Niacinamide & Starfish Essence Brightening Night Cream.png
261,Truwhite Niacinamide & Starfish Essence Night Cream,ERHA,Kulit Berminyak,"Kusam, Penuaan dini, Kering, Iritasi ringan, Dehidrasi","Niacinamide, Starfish Essence",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\ERHA Truwhite Niacinamide & Starfish Essence Brightening Night Cream.png
262,Truwhite Niacinamide & Starfish Essence Night Cream,ERHA,Kulit Kombinasi,"Kusam, Penuaan dini, Kering, Iritasi ringan, Dehidrasi","Niacinamide, Starfish Essence",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Truwhite Niacinamide & Starfish Essence Brightening Night Cream.png
263,Truwhite Niacinamide & Starfish Essence Night Cream,ERHA,Kulit Sensitif,"Kusam, Penuaan dini, Kering, Iritasi ringan, Dehidrasi","Niacinamide, Starfish Essence",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Truwhite Niacinamide & Starfish Essence Brightening Night Cream.png
264,Truwhite Niacinamide & Starfish Essence Night Cream,ERHA,Kulit Berjerawat,"Kusam, Penuaan dini, Kering, Iritasi ringan, Dehidrasi","Niacinamide, Starfish Essence",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\ERHA Truwhite Niacinamide & Starfish Essence Brightening Night Cream.png
265,Age Corrector Day Cream - Peptides & Hyaluronate,ERHA,Kulit Normal,"Garis halus, Penuaan dini","Peptides, Hyaluronate, Niacinamide",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Age Corrector Day Cream 30g - Peptides & Hyaluronate.png
266,Age Corrector Day Cream - Peptides & Hyaluronate,ERHA,Kulit Kering,"Garis halus, Penuaan dini","Peptides, Hyaluronate, Niacinamide",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Age Corrector Day Cream 30g - Peptides & Hyaluronate.png
267,Age Corrector Day Cream - Peptides & Hyaluronate,ERHA,Kulit Berminyak,"Garis halus, Penuaan dini","Peptides, Hyaluronate, Niacinamide",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\ERHA Age Corrector Day Cream 30g - Peptides & Hyaluronate.png
268,Age Corrector Day Cream - Peptides & Hyaluronate,ERHA,Kulit Kombinasi,"Garis halus, Penuaan dini","Peptides, Hyaluronate, Niacinamide",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Age Corrector Day Cream 30g - Peptides & Hyaluronate.png
269,Age Corrector Day Cream - Peptides & Hyaluronate,ERHA,Kulit Sensitif,"Garis halus, Penuaan dini","Peptides, Hyaluronate, Niacinamide",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Age Corrector Day Cream 30g - Peptides & Hyaluronate.png
270,Age Corrector Day Cream - Peptides & Hyaluronate,ERHA,Kulit Berjerawat,"Garis halus, Penuaan dini","Peptides, Hyaluronate, Niacinamide",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\ERHA Age Corrector Day Cream 30g - Peptides & Hyaluronate.png
271,Age Corrector Night Cream - Niacinamide & Phytosqualane,ERHA,Kulit Normal,"Garis halus, Flek hitam, Penuaan dini","Niacinamide, PHA, Anti-Aging Peptide, Phytosqualane",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Age Corrector Night Cream 30g - Niacinamide & Phytosqualane.png
272,Age Corrector Night Cream - Niacinamide & Phytosqualane,ERHA,Kulit Kering,"Garis halus, Flek hitam, Penuaan dini","Niacinamide, PHA, Anti-Aging Peptide, Phytosqualane",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Age Corrector Night Cream 30g - Niacinamide & Phytosqualane.png
273,Age Corrector Night Cream - Niacinamide & Phytosqualane,ERHA,Kulit Berminyak,"Garis halus, Flek hitam, Penuaan dini","Niacinamide, PHA, Anti-Aging Peptide, Phytosqualane",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\ERHA Age Corrector Night Cream 30g - Niacinamide & Phytosqualane.png
274,Age Corrector Night Cream - Niacinamide & Phytosqualane,ERHA,Kulit Kombinasi,"Garis halus, Flek hitam, Penuaan dini","Niacinamide, PHA, Anti-Aging Peptide, Phytosqualane",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Age Corrector Night Cream 30g - Niacinamide & Phytosqualane.png
275,Age Corrector Night Cream - Niacinamide & Phytosqualane,ERHA,Kulit Sensitif,"Garis halus, Flek hitam, Penuaan dini","Niacinamide, PHA, Anti-Aging Peptide, Phytosqualane",1,1,1,0,1,1,0,1,1,NO,YES,C:\project\static\Images\Moisturizer\ERHA Age Corrector Night Cream 30g - Niacinamide & Phytosqualane.png
276,Age Corrector Night Cream - Niacinamide & Phytosqualane,ERHA,Kulit Berjerawat,"Garis halus, Flek hitam, Penuaan dini","Niacinamide, PHA, Anti-Aging Peptide, Phytosqualane",1,1,1,0,1,1,0,1,1,NO,NO,C:\project\static\Images\Moisturizer\ERHA Age Corrector Night Cream 30g - Niacinamide & Phytosqualane.png
